a̱o,departamento,provincia,municipio,nivel,vuelta,coalicion,partido_lider,partido,siglas,votos
1962,SAN JUAN,PROVINCIA SAN JUAN,EL CERCADO,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SAN JUAN,PROVINCIA SAN JUAN,EL CERCADO,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,32
1962,SAN JUAN,PROVINCIA SAN JUAN,EL CERCADO,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,846
1962,SAN JUAN,PROVINCIA SAN JUAN,EL CERCADO,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,NA
1962,SAN JUAN,PROVINCIA SAN JUAN,LAS MATAS DE FARFAN,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,96
1962,SAN JUAN,PROVINCIA SAN JUAN,LAS MATAS DE FARFAN,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,61
1962,SAN JUAN,PROVINCIA SAN JUAN,LAS MATAS DE FARFAN,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,"4,816"
1962,SAN JUAN,PROVINCIA SAN JUAN,LAS MATAS DE FARFAN,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"1,305"
1962,SAN JUAN,PROVINCIA SAN JUAN,LAS MATAS DE FARFAN,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SAN JUAN,PROVINCIA SAN JUAN,LAS MATAS DE FARFAN,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,116
1962,SAN JUAN,PROVINCIA SAN JUAN,LAS MATAS DE FARFAN,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"2,328"
1962,SAN JUAN,PROVINCIA SAN JUAN,LAS MATAS DE FARFAN,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,79
1962,SAN JUAN,PROVINCIA SAN JUAN,LAS MATAS DE FARFAN,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,94
1962,SAN JUAN,PROVINCIA SAN JUAN,LAS MATAS DE FARFAN,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,51
1962,SAN JUAN,PROVINCIA SAN JUAN,LAS MATAS DE FARFAN,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,"5,950"
1962,SAN JUAN,PROVINCIA SAN JUAN,LAS MATAS DE FARFAN,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"1,317"
1962,SAN JUAN,PROVINCIA SAN JUAN,LAS MATAS DE FARFAN,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,108
1962,SAN JUAN,PROVINCIA SAN JUAN,LAS MATAS DE FARFAN,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,120
1962,SAN JUAN,PROVINCIA SAN JUAN,LAS MATAS DE FARFAN,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"2,330"
1962,SAN JUAN,PROVINCIA SAN JUAN,LAS MATAS DE FARFAN,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,79
1962,SAN JUAN,PROVINCIA SAN JUAN,SAN JUAN,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,254
1962,SAN JUAN,PROVINCIA SAN JUAN,SAN JUAN,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,189
1962,SAN JUAN,PROVINCIA SAN JUAN,SAN JUAN,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,"13,806"
1962,SAN JUAN,PROVINCIA SAN JUAN,SAN JUAN,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"3,688"
1962,SAN JUAN,PROVINCIA SAN JUAN,SAN JUAN,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,177
1962,SAN JUAN,PROVINCIA SAN JUAN,SAN JUAN,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,340
1962,SAN JUAN,PROVINCIA SAN JUAN,SAN JUAN,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"2,747"
1962,SAN JUAN,PROVINCIA SAN JUAN,SAN JUAN,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,214
1962,SAN JUAN,PROVINCIA SAN JUAN,SAN JUAN,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,245
1962,SAN JUAN,PROVINCIA SAN JUAN,SAN JUAN,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,175
1962,SAN JUAN,PROVINCIA SAN JUAN,SAN JUAN,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,"13,724"
1962,SAN JUAN,PROVINCIA SAN JUAN,SAN JUAN,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"3,664"
1962,SAN JUAN,PROVINCIA SAN JUAN,SAN JUAN,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,192
1962,SAN JUAN,PROVINCIA SAN JUAN,SAN JUAN,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,334
1962,SAN JUAN,PROVINCIA SAN JUAN,SAN JUAN,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"2,727"
1962,SAN JUAN,PROVINCIA SAN JUAN,SAN JUAN,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,210
1962,SAN PEDRO DE MACORIS,EL SEIBO,EL SEIBO,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,181
1962,SAN PEDRO DE MACORIS,EL SEIBO,EL SEIBO,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,94
1962,SAN PEDRO DE MACORIS,EL SEIBO,EL SEIBO,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,79
1962,SAN PEDRO DE MACORIS,EL SEIBO,EL SEIBO,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"13,273"
1962,SAN PEDRO DE MACORIS,EL SEIBO,EL SEIBO,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SAN PEDRO DE MACORIS,EL SEIBO,EL SEIBO,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,177
1962,SAN PEDRO DE MACORIS,EL SEIBO,EL SEIBO,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"3,073"
1962,SAN PEDRO DE MACORIS,EL SEIBO,EL SEIBO,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,263
1962,SAN PEDRO DE MACORIS,EL SEIBO,EL SEIBO,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,166
1962,SAN PEDRO DE MACORIS,EL SEIBO,EL SEIBO,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,93
1962,SAN PEDRO DE MACORIS,EL SEIBO,EL SEIBO,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,74
1962,SAN PEDRO DE MACORIS,EL SEIBO,EL SEIBO,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"12,557"
1962,SAN PEDRO DE MACORIS,EL SEIBO,EL SEIBO,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,368
1962,SAN PEDRO DE MACORIS,EL SEIBO,EL SEIBO,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,173
1962,SAN PEDRO DE MACORIS,EL SEIBO,EL SEIBO,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"2,991"
1962,SAN PEDRO DE MACORIS,EL SEIBO,EL SEIBO,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,280
1962,SAN PEDRO DE MACORIS,EL SEIBO,HATO MAYOR,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,40
1962,SAN PEDRO DE MACORIS,EL SEIBO,HATO MAYOR,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,26
1962,SAN PEDRO DE MACORIS,EL SEIBO,HATO MAYOR,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,33
1962,SAN PEDRO DE MACORIS,EL SEIBO,HATO MAYOR,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"11,140"
1962,SAN PEDRO DE MACORIS,EL SEIBO,HATO MAYOR,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SAN PEDRO DE MACORIS,EL SEIBO,HATO MAYOR,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,130
1962,SAN PEDRO DE MACORIS,EL SEIBO,HATO MAYOR,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,948
1962,SAN PEDRO DE MACORIS,EL SEIBO,HATO MAYOR,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,160
1962,SAN PEDRO DE MACORIS,EL SEIBO,HATO MAYOR,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,40
1962,SAN PEDRO DE MACORIS,EL SEIBO,HATO MAYOR,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,26
1962,SAN PEDRO DE MACORIS,EL SEIBO,HATO MAYOR,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,33
1962,SAN PEDRO DE MACORIS,EL SEIBO,HATO MAYOR,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"11,140"
1962,SAN PEDRO DE MACORIS,EL SEIBO,HATO MAYOR,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,169
1962,SAN PEDRO DE MACORIS,EL SEIBO,HATO MAYOR,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,130
1962,SAN PEDRO DE MACORIS,EL SEIBO,HATO MAYOR,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,948
1962,SAN PEDRO DE MACORIS,EL SEIBO,HATO MAYOR,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,160
1962,SAN PEDRO DE MACORIS,EL SEIBO,MICHES,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,53
1962,SAN PEDRO DE MACORIS,EL SEIBO,MICHES,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,15
1962,SAN PEDRO DE MACORIS,EL SEIBO,MICHES,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,5
1962,SAN PEDRO DE MACORIS,EL SEIBO,MICHES,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"2,703"
1962,SAN PEDRO DE MACORIS,EL SEIBO,MICHES,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SAN PEDRO DE MACORIS,EL SEIBO,MICHES,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,11
1962,SAN PEDRO DE MACORIS,EL SEIBO,MICHES,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"1,455"
1962,SAN PEDRO DE MACORIS,EL SEIBO,MICHES,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,97
1962,SAN PEDRO DE MACORIS,EL SEIBO,MICHES,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,53
1962,SAN PEDRO DE MACORIS,EL SEIBO,MICHES,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,15
1962,SAN PEDRO DE MACORIS,EL SEIBO,MICHES,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,5
1962,SAN PEDRO DE MACORIS,EL SEIBO,MICHES,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"2,703"
1962,SAN PEDRO DE MACORIS,EL SEIBO,MICHES,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,81
1962,SAN PEDRO DE MACORIS,EL SEIBO,MICHES,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,11
1962,SAN PEDRO DE MACORIS,EL SEIBO,MICHES,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"1,455"
1962,SAN PEDRO DE MACORIS,EL SEIBO,MICHES,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,97
1962,SAN PEDRO DE MACORIS,EL SEIBO,SABANA DE LA MAR,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,276
1962,SAN PEDRO DE MACORIS,EL SEIBO,SABANA DE LA MAR,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,33
1962,SAN PEDRO DE MACORIS,EL SEIBO,SABANA DE LA MAR,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,14
1962,SAN PEDRO DE MACORIS,EL SEIBO,SABANA DE LA MAR,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"3,832"
1962,SAN PEDRO DE MACORIS,EL SEIBO,SABANA DE LA MAR,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SAN PEDRO DE MACORIS,EL SEIBO,SABANA DE LA MAR,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,53
1962,SAN PEDRO DE MACORIS,EL SEIBO,SABANA DE LA MAR,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,990
1962,SAN PEDRO DE MACORIS,EL SEIBO,SABANA DE LA MAR,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,156
1962,SAN PEDRO DE MACORIS,EL SEIBO,SABANA DE LA MAR,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,276
1962,SAN PEDRO DE MACORIS,EL SEIBO,SABANA DE LA MAR,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,33
1962,SAN PEDRO DE MACORIS,EL SEIBO,SABANA DE LA MAR,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,14
1962,SAN PEDRO DE MACORIS,EL SEIBO,SABANA DE LA MAR,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"3,832"
1962,SAN PEDRO DE MACORIS,EL SEIBO,SABANA DE LA MAR,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,95
1962,SAN PEDRO DE MACORIS,EL SEIBO,SABANA DE LA MAR,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,53
1962,SAN PEDRO DE MACORIS,EL SEIBO,SABANA DE LA MAR,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,990
1962,SAN PEDRO DE MACORIS,EL SEIBO,SABANA DE LA MAR,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,156
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ALTAGRACIA,HIGUEY,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,"2,030"
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ALTAGRACIA,HIGUEY,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,NA
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ALTAGRACIA,HIGUEY,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,98
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ALTAGRACIA,HIGUEY,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"10,000"
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ALTAGRACIA,HIGUEY,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ALTAGRACIA,HIGUEY,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,509
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ALTAGRACIA,HIGUEY,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"5,366"
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ALTAGRACIA,HIGUEY,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,NA
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ALTAGRACIA,HIGUEY,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,"1,930"
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ALTAGRACIA,HIGUEY,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,602
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ALTAGRACIA,HIGUEY,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,NA
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ALTAGRACIA,HIGUEY,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"8,794"
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ALTAGRACIA,HIGUEY,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,561
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ALTAGRACIA,HIGUEY,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,519
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ALTAGRACIA,HIGUEY,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"5,376"
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ALTAGRACIA,HIGUEY,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,NA
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ALTAGRACIA,SAN RAFAEL DEL YUMA,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,377
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ALTAGRACIA,SAN RAFAEL DEL YUMA,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,NA
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ALTAGRACIA,SAN RAFAEL DEL YUMA,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,10
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ALTAGRACIA,SAN RAFAEL DEL YUMA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"1,184"
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ALTAGRACIA,SAN RAFAEL DEL YUMA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ALTAGRACIA,SAN RAFAEL DEL YUMA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,25
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ALTAGRACIA,SAN RAFAEL DEL YUMA,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"1,443"
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ALTAGRACIA,SAN RAFAEL DEL YUMA,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,NA
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ALTAGRACIA,SAN RAFAEL DEL YUMA,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,389
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ALTAGRACIA,SAN RAFAEL DEL YUMA,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,16
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ALTAGRACIA,SAN RAFAEL DEL YUMA,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,NA
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ALTAGRACIA,SAN RAFAEL DEL YUMA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"1,138"
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ALTAGRACIA,SAN RAFAEL DEL YUMA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,25
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ALTAGRACIA,SAN RAFAEL DEL YUMA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,21
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ALTAGRACIA,SAN RAFAEL DEL YUMA,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"1,442"
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ALTAGRACIA,SAN RAFAEL DEL YUMA,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,NA
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ROMANA,GUAYMATE,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,6
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ROMANA,GUAYMATE,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,NA
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ROMANA,GUAYMATE,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,2
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ROMANA,GUAYMATE,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"1,346"
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ROMANA,GUAYMATE,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ROMANA,GUAYMATE,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,38
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ROMANA,GUAYMATE,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,914
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ROMANA,GUAYMATE,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,NA
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ROMANA,GUAYMATE,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,6
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ROMANA,GUAYMATE,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,15
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ROMANA,GUAYMATE,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,2
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ROMANA,GUAYMATE,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"1,274"
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ROMANA,GUAYMATE,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ROMANA,GUAYMATE,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,38
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ROMANA,GUAYMATE,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,912
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ROMANA,GUAYMATE,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,54
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ROMANA,LA ROMANA,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,44
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ROMANA,LA ROMANA,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,NA
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ROMANA,LA ROMANA,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,26
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ROMANA,LA ROMANA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"6,902"
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ROMANA,LA ROMANA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ROMANA,LA ROMANA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,382
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ROMANA,LA ROMANA,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"6,734"
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ROMANA,LA ROMANA,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,NA
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ROMANA,LA ROMANA,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,47
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ROMANA,LA ROMANA,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,47
